obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('8543',)",3692462500.6,4,3.65656995773,3716294556.44,3716294610.81,3692462500.6,0.0,internal_timestamp,69.7210006714,1483473700.6,33.3987007141,1,10.0152997971,1026.0196813,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8544',)",3692462500.64,4,3.65655994415,3716294556.44,3716294610.81,3692462500.64,0.0,internal_timestamp,69.7210006714,1483473700.64,33.3987007141,0,10.0151996613,1026.01969822,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8545',)",3692462500.69,4,3.65655994415,3716294556.44,3716294610.81,3692462500.69,0.0,internal_timestamp,69.7200012207,1483473700.69,33.3988990784,0,10.0150003433,1026.01988206,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8546',)",3692462500.74,4,3.65655994415,3716294556.44,3716294610.81,3692462500.74,0.0,internal_timestamp,69.7239990234,1483473700.74,33.3989982605,0,10.0148000717,1026.02001143,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8547',)",3692462500.8,4,3.65655994415,3716294556.44,3716294610.81,3692462500.8,0.0,internal_timestamp,69.7259979248,1483473700.8,33.3992996216,0,10.0144996643,1026.02030633,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8548',)",3692462500.86,4,3.65654993057,3716294556.44,3716294610.81,3692462500.86,0.0,internal_timestamp,69.7259979248,1483473700.86,33.3996009827,0,10.0141000748,1026.02060889,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8549',)",3692462500.93,4,3.65654993057,3716294556.44,3716294610.81,3692462500.93,0.0,internal_timestamp,69.7259979248,1483473700.93,33.3998985291,0,10.0136995316,1026.02090863,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8550',)",3692462500.99,4,3.65654993057,3716294556.44,3716294610.81,3692462500.99,0.0,internal_timestamp,69.7269973755,1483473700.99,33.4001998901,0,10.013299942,1026.02121573,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8551',)",3692462501.05,4,3.65654993057,3716294556.44,3716294610.81,3692462501.05,0.0,internal_timestamp,69.7279968262,1483473701.05,33.4005012512,0,10.0130996704,1026.02148916,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8552',)",3692462501.11,4,3.65655994415,3716294556.44,3716294610.81,3692462501.11,0.0,internal_timestamp,69.733001709,1483473701.12,33.4006004333,0,10.0131998062,1026.02157237,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8553',)",3692462501.18,4,3.65656995773,3716294556.44,3716294610.81,3692462501.18,0.0,internal_timestamp,69.7340011597,1483473701.18,33.4003982544,0,10.0134000778,1026.02138539,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8554',)",3692462501.24,4,3.65656995773,3716294556.44,3716294610.81,3692462501.24,0.0,internal_timestamp,69.7350006104,1483473701.24,33.400100708,0,10.0137996674,1026.02109035,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8555',)",3692462501.3,4,3.65657997131,3716294556.44,3716294610.81,3692462501.3,0.0,internal_timestamp,69.736000061,1483473701.3,33.3997993469,0,10.0141000748,1026.0208091,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8556',)",3692462501.36,4,3.65658998489,3716294556.44,3716294610.82,3692462501.36,0.0,internal_timestamp,69.736000061,1483473701.36,33.3997001648,0,10.0143995285,1026.02068115,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8557',)",3692462501.43,4,3.65659999847,3716294556.44,3716294610.82,3692462501.43,0.0,internal_timestamp,69.7399978638,1483473701.43,33.3997001648,0,10.0144996643,1026.02068242,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8558',)",3692462501.49,4,3.65661001205,3716294556.44,3716294610.82,3692462501.49,0.0,internal_timestamp,69.7389984131,1483473701.49,33.3997993469,0,10.0144996643,1026.02075524,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8559',)",3692462501.55,4,3.65659999847,3716294556.44,3716294610.82,3692462501.55,0.0,internal_timestamp,69.7389984131,1483473701.55,33.3997001648,0,10.0144996643,1026.02067787,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8560',)",3692462501.61,4,3.65659999847,3716294556.44,3716294610.82,3692462501.61,0.0,internal_timestamp,69.7429962158,1483473701.61,33.3996009827,0,10.0145998001,1026.02060178,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8561',)",3692462501.68,4,3.65659999847,3716294556.44,3716294610.82,3692462501.68,0.0,internal_timestamp,69.7480010986,1483473701.68,33.3993988037,0,10.0148000717,1026.02043301,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8562',)",3692462501.74,4,3.65661001205,3716294556.44,3716294610.82,3692462501.74,0.0,internal_timestamp,69.7470016479,1483473701.74,33.3992004395,0,10.0150995255,1026.02022316,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8563',)",3692462501.8,4,3.65659999847,3716294556.44,3716294610.82,3692462501.8,0.0,internal_timestamp,69.7490005493,1483473701.8,33.3989982605,0,10.0151996613,1026.02005763,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8564',)",3692462501.86,4,3.65659999847,3716294556.44,3716294610.82,3692462501.86,0.0,internal_timestamp,69.7529983521,1483473701.86,33.3991012573,0,10.0150995255,1026.02017306,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8565',)",3692462501.93,4,3.65657997131,3716294556.44,3716294610.82,3692462501.93,0.0,internal_timestamp,69.7529983521,1483473701.93,33.3991012573,0,10.0149002075,1026.02020673,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8566',)",3692462501.99,4,3.65656995773,3716294556.44,3716294610.82,3692462501.99,0.0,internal_timestamp,69.7549972534,1483473701.99,33.3992004395,0,10.0145998001,1026.02034392,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8567',)",3692462502.05,4,3.65656995773,3716294556.44,3716294610.82,3692462502.05,0.0,internal_timestamp,69.7549972534,1483473702.05,33.3993988037,0,10.0143995285,1026.02053248,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8568',)",3692462502.11,4,3.65656995773,3716294556.44,3716294610.82,3692462502.11,0.0,internal_timestamp,69.7549972534,1483473702.11,33.3995018005,0,10.0144996643,1026.0205959,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8569',)",3692462502.18,4,3.65657997131,3716294556.44,3716294610.82,3692462502.18,0.0,internal_timestamp,69.7570037842,1483473702.18,33.3993988037,0,10.0145998001,1026.02050777,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8570',)",3692462502.24,4,3.65659999847,3716294556.44,3716294610.82,3692462502.24,0.0,internal_timestamp,69.7610015869,1483473702.24,33.3993988037,0,10.0149002075,1026.02047521,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8571',)",3692462502.3,4,3.65662002563,3716294556.44,3716294610.82,3692462502.3,0.0,internal_timestamp,69.7610015869,1483473702.3,33.3992996216,0,10.0150003433,1026.02038093,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8572',)",3692462502.36,4,3.65661001205,3716294556.44,3716294610.82,3692462502.36,0.0,internal_timestamp,69.7610015869,1483473702.37,33.3992996216,0,10.0150003433,1026.02038093,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8573',)",3692462502.43,4,3.65661001205,3716294556.44,3716294610.82,3692462502.43,0.0,internal_timestamp,69.763999939,1483473702.43,33.3993988037,0,10.0149002075,1026.02048885,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8574',)",3692462502.49,4,3.65661001205,3716294556.44,3716294610.82,3692462502.49,0.0,internal_timestamp,69.7649993896,1483473702.49,33.3995018005,0,10.0148000717,1026.02059064,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8575',)",3692462502.55,4,3.65661001205,3716294556.44,3716294610.82,3692462502.55,0.0,internal_timestamp,69.7679977417,1483473702.55,33.3995018005,0,10.0148000717,1026.02060428,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8576',)",3692462502.61,4,3.65659999847,3716294556.44,3716294610.82,3692462502.61,0.0,internal_timestamp,69.7710037231,1483473702.61,33.3993988037,0,10.0148000717,1026.02053761,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8577',)",3692462502.68,4,3.65658998489,3716294556.44,3716294610.82,3692462502.68,0.0,internal_timestamp,69.7750015259,1483473702.68,33.3992996216,0,10.0149002075,1026.02046151,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8578',)",3692462502.74,4,3.65657997131,3716294556.44,3716294610.82,3692462502.74,0.0,internal_timestamp,69.7730026245,1483473702.74,33.3991012573,0,10.0149002075,1026.02029769,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8579',)",3692462502.8,4,3.65658998489,3716294556.44,3716294610.82,3692462502.8,0.0,internal_timestamp,69.7730026245,1483473702.8,33.3992004395,0,10.0149002075,1026.02037506,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8580',)",3692462502.86,4,3.65659999847,3716294556.44,3716294610.82,3692462502.86,0.0,internal_timestamp,69.7750015259,1483473702.86,33.3992996216,0,10.0149002075,1026.02046151,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8581',)",3692462502.93,4,3.65662002563,3716294556.44,3716294610.82,3692462502.93,0.0,internal_timestamp,69.7770004272,1483473702.93,33.3993988037,0,10.0150003433,1026.02053105,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8582',)",3692462502.99,4,3.65663003922,3716294556.44,3716294610.82,3692462502.99,0.0,internal_timestamp,69.7799987793,1483473702.99,33.3992996216,0,10.0151996613,1026.02043365,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8583',)",3692462503.05,4,3.65663003922,3716294556.44,3716294610.82,3692462503.05,0.0,internal_timestamp,69.78099823,1483473703.05,33.3992004395,0,10.0153999329,1026.02032701,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8584',)",3692462503.11,4,3.65663003922,3716294556.44,3716294610.82,3692462503.11,0.0,internal_timestamp,69.7829971313,1483473703.12,33.3988990784,0,10.0156002045,1026.0200672,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8585',)",3692462503.18,4,3.65663003922,3716294556.44,3716294610.82,3692462503.18,0.0,internal_timestamp,69.7789993286,1483473703.18,33.3988990784,0,10.0157003403,1026.02003211,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8586',)",3692462503.24,4,3.65665006638,3716294556.44,3716294610.82,3692462503.24,0.0,internal_timestamp,69.78099823,1483473703.24,33.3989982605,0,10.0158996582,1026.02008489,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8587',)",3692462503.3,4,3.65667009354,3716294556.44,3716294610.82,3692462503.3,0.0,internal_timestamp,69.7860031128,1483473703.3,33.3989982605,0,10.015999794,1026.02009074,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8588',)",3692462503.36,4,3.65668988228,3716294556.44,3716294610.82,3692462503.36,0.0,internal_timestamp,69.7900009155,1483473703.36,33.3989982605,0,10.0160999298,1026.020092,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8589',)",3692462503.43,4,3.65669989586,3716294556.44,3716294610.82,3692462503.43,0.0,internal_timestamp,69.7870025635,1483473703.43,33.3989982605,0,10.0163002014,1026.02004454,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8590',)",3692462503.49,4,3.65669989586,3716294556.44,3716294610.82,3692462503.49,0.0,internal_timestamp,69.7880020142,1483473703.49,33.3988990784,0,10.0164003372,1026.0199548,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8591',)",3692462503.55,4,3.65670990944,3716294556.44,3716294610.82,3692462503.55,0.0,internal_timestamp,69.7870025635,1483473703.55,33.3987998962,0,10.0165996552,1026.01983923,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8592',)",3692462503.61,4,3.65671992302,3716294556.44,3716294610.82,3692462503.61,0.0,internal_timestamp,69.7890014648,1483473703.62,33.3987998962,0,10.016699791,1026.0198314,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8593',)",3692462503.68,4,3.65670990944,3716294556.44,3716294610.82,3692462503.68,0.0,internal_timestamp,69.7919998169,1483473703.68,33.3988990784,0,10.0165996552,1026.01993931,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8594',)",3692462503.74,4,3.65668988228,3716294556.44,3716294610.82,3692462503.74,0.0,internal_timestamp,69.7939987183,1483473703.74,33.3989982605,0,10.0162000656,1026.02009327,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8595',)",3692462503.8,4,3.65667009354,3716294556.44,3716294610.82,3692462503.8,0.0,internal_timestamp,69.7929992676,1483473703.8,33.3992996216,0,10.0156002045,1026.02042511,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8596',)",3692462503.86,4,3.6566400528,3716294556.44,3716294610.82,3692462503.86,0.0,internal_timestamp,69.7929992676,1483473703.87,33.3997001648,0,10.0149002075,1026.02085578,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8597',)",3692462503.93,4,3.65662002563,3716294556.44,3716294610.82,3692462503.93,0.0,internal_timestamp,69.7919998169,1483473703.93,33.400100708,0,10.0142002106,1026.0212819,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8598',)",3692462503.99,4,3.65659999847,3716294556.44,3716294610.82,3692462503.99,0.0,internal_timestamp,69.7949981689,1483473703.99,33.4003982544,0,10.0137996674,1026.02159527,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8599',)",3692462504.05,4,3.65657997131,3716294556.44,3716294610.82,3692462504.05,0.0,internal_timestamp,69.7959976196,1483473704.05,33.4003982544,0,10.0135002136,1026.0216504,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8600',)",3692462504.11,4,3.65655994415,3716294556.44,3716294610.83,3692462504.11,0.0,internal_timestamp,69.7949981689,1483473704.11,33.4001998901,0,10.0134000778,1026.02150804,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8601',)",3692462504.18,4,3.65654993057,3716294556.44,3716294610.83,3692462504.18,0.0,internal_timestamp,69.7959976196,1483473704.18,33.4000015259,0,10.0135002136,1026.02134094,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8602',)",3692462504.24,4,3.65654993057,3716294556.44,3716294610.83,3692462504.24,0.0,internal_timestamp,69.7990036011,1483473704.24,33.3997993469,0,10.0136995316,1026.02116325,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8603',)",3692462504.3,4,3.65654993057,3716294556.44,3716294610.83,3692462504.3,0.0,internal_timestamp,69.7990036011,1483473704.3,33.3997001648,0,10.0138998032,1026.02105206,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8604',)",3692462504.36,4,3.65655994415,3716294556.44,3716294610.83,3692462504.36,0.0,internal_timestamp,69.7949981689,1483473704.36,33.3996009827,0,10.0142002106,1026.02090574,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8605',)",3692462504.43,4,3.65656995773,3716294556.44,3716294610.83,3692462504.43,0.0,internal_timestamp,69.7969970703,1483473704.43,33.3995018005,0,10.0143995285,1026.0208038,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8606',)",3692462504.49,4,3.65657997131,3716294556.44,3716294610.83,3692462504.49,0.0,internal_timestamp,69.8000030518,1483473704.49,33.3993988037,0,10.0144996643,1026.02072022,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8607',)",3692462504.55,4,3.65658998489,3716294556.44,3716294610.83,3692462504.55,0.0,internal_timestamp,69.7990036011,1483473704.55,33.3993988037,0,10.0146999359,1026.02068185,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8608',)",3692462504.61,4,3.65661001205,3716294556.44,3716294610.84,3692462504.61,0.0,internal_timestamp,69.8020019531,1483473704.62,33.3993988037,0,10.0148000717,1026.02067857,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8609',)",3692462504.68,4,3.65661001205,3716294556.44,3716294610.84,3692462504.68,0.0,internal_timestamp,69.8020019531,1483473704.68,33.3995018005,0,10.0148000717,1026.02075891,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8610',)",3692462504.74,4,3.65661001205,3716294556.44,3716294610.84,3692462504.74,0.0,internal_timestamp,69.8020019531,1483473704.74,33.3996009827,0,10.0145998001,1026.0208701,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8611',)",3692462504.8,4,3.65658998489,3716294556.44,3716294610.84,3692462504.8,0.0,internal_timestamp,69.8010025024,1483473704.8,33.3997001648,0,10.0143995285,1026.02097674,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8612',)",3692462504.86,4,3.65657997131,3716294556.44,3716294610.84,3692462504.86,0.0,internal_timestamp,69.8040008545,1483473704.86,33.3997001648,0,10.0142002106,1026.02102404,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8613',)",3692462504.93,4,3.65655994415,3716294556.44,3716294610.84,3692462504.93,0.0,internal_timestamp,69.8000030518,1483473704.93,33.3996009827,0,10.0141000748,1026.02094541,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8614',)",3692462504.99,4,3.65654993057,3716294556.44,3716294610.84,3692462504.99,0.0,internal_timestamp,69.7990036011,1483473704.99,33.3995018005,0,10.0142002106,1026.02084659,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8615',)",3692462505.05,4,3.65654993057,3716294556.44,3716294610.84,3692462505.05,0.0,internal_timestamp,69.8010025024,1483473705.05,33.3993988037,0,10.0142002106,1026.02077534,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8616',)",3692462505.11,4,3.65653991699,3716294556.44,3716294610.84,3692462505.11,0.0,internal_timestamp,69.8000030518,1483473705.12,33.3992996216,0,10.0143003464,1026.02067652,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8617',)",3692462505.18,4,3.65654993057,3716294556.44,3716294610.84,3692462505.18,0.0,internal_timestamp,69.7990036011,1483473705.18,33.3992996216,0,10.0143003464,1026.02067198,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8618',)",3692462505.24,4,3.65656995773,3716294556.44,3716294610.84,3692462505.24,0.0,internal_timestamp,69.8000030518,1483473705.24,33.3992004395,0,10.0145998001,1026.02054858,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8619',)",3692462505.3,4,3.65659999847,3716294556.44,3716294610.84,3692462505.3,0.0,internal_timestamp,69.8020019531,1483473705.3,33.3991012573,0,10.0150995255,1026.0203959,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8620',)",3692462505.36,4,3.65663003922,3716294556.44,3716294610.84,3692462505.36,0.0,internal_timestamp,69.8000030518,1483473705.37,33.3987998962,0,10.0158004761,1026.02003334,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8621',)",3692462505.43,4,3.65667009354,3716294556.44,3716294610.84,3692462505.43,0.0,internal_timestamp,69.8040008545,1483473705.43,33.3987007141,0,10.0163002014,1026.01988974,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8622',)",3692462505.49,4,3.65668988228,3716294556.44,3716294610.84,3692462505.49,0.0,internal_timestamp,69.8010025024,1483473705.49,33.3987007141,0,10.016500473,1026.01984228,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8623',)",3692462505.55,4,3.65669989586,3716294556.44,3716294610.84,3692462505.55,0.0,internal_timestamp,69.797996521,1483473705.55,33.3989982605,0,10.0163002014,1026.02009453,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8624',)",3692462505.61,4,3.65669989586,3716294556.44,3716294610.84,3692462505.61,0.0,internal_timestamp,69.797996521,1483473705.61,33.3993988037,0,10.0158996582,1026.02047462,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8625',)",3692462505.68,4,3.65668988228,3716294556.44,3716294610.84,3692462505.68,0.0,internal_timestamp,69.7959976196,1483473705.68,33.3996009827,0,10.0155000687,1026.02069073,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8626',)",3692462505.74,4,3.65666007996,3716294556.44,3716294610.84,3692462505.74,0.0,internal_timestamp,69.7949981689,1483473705.74,33.3997001648,0,10.0150995255,1026.0208312,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8627',)",3692462505.8,4,3.65663003922,3716294556.44,3716294610.84,3692462505.8,0.0,internal_timestamp,69.7959976196,1483473705.8,33.3997001648,0,10.0148000717,1026.02088633,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8628',)",3692462505.86,4,3.65662002563,3716294556.44,3716294610.84,3692462505.86,0.0,internal_timestamp,69.7929992676,1483473705.86,33.3997001648,0,10.0146999359,1026.02088961,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8629',)",3692462505.93,4,3.65661001205,3716294556.44,3716294610.84,3692462505.93,0.0,internal_timestamp,69.7919998169,1483473705.93,33.3997001648,0,10.0145998001,1026.02090198,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
